Payer,States,New Market Segment(s),Total_Covered_Lives,Attributed_Policy_IDs,Attributed_Airtable_UUIDs,Weight_Rank_1_to_5
Cigna,NJ,Self Funded/Employer Sponsored,1231753,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,NM,Self Funded/Employer Sponsored,52892,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,NV,Large Group,3868,,,1
Cigna,NV,Self Funded/Employer Sponsored,117404,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,NY,Large Group,185867,,,4
Cigna,NY,Self Funded/Employer Sponsored,682031,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,OH,Large Group,9794,,,1
Cigna,OH,Self Funded/Employer Sponsored,364971,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,OK,Self Funded/Employer Sponsored,98316,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
Cigna,OR,Large Group,18051,,,2
Cigna,OR,Self Funded/Employer Sponsored,80879,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",3
Cigna,PA,Large Group,15968,,,2
Cigna,PA,Self Funded/Employer Sponsored,352514,"309486, 316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecqcwFXQ0JRL9UiJ-309486-PAOscar and Cigna, CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",5
Cigna,PR,Self Funded/Employer Sponsored,711,,,1
Cigna,RI,Large Group,2026,,,1
Cigna,RI,Self Funded/Employer Sponsored,32868,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",2
Cigna,SC,Large Group,5433,,,1
Cigna,SC,Self Funded/Employer Sponsored,234779,"316783, 286395, 136993, 268516, 136991, 268479, 268488, 198422, 268477, 268489, 136990, 268513, 151892, 136992, 268511, 268502, 198426, 268528, 268503, 268529, 268530, 286394, 268535, 268534, 268533, 290284, 268532, 268518, 316780, 316781, 316782, 316785","CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National , CHIR_IDrecLeYx1W3KeMjAbG-286395-AKStandard Plus P, CHIR_IDrec19rlq1vtNSOYbr-136993-AKCigna Advantage, CHIR_IDrecSc9PHbFNuB92wa-268516-AKCigna Total Sav, CHIR_IDrecopGdpAEow8JYII-136991-AKCigna Performan, CHIR_IDrecFKQWY0a58xrntl-268479-AKCigna Specialty, CHIR_IDrecalp2Vf0dSYE8zP-268488-AKCigna Value 4-T, CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S, CHIR_IDrecSlQXSljxNDjwxP-268477-AKCigna Standard , CHIR_IDrecvhsz05Tb03gEcw-268489-AKCigna Specialty, CHIR_IDrecJd5kD6r5l5kdhh-136990-AKCigna Performan, CHIR_IDrec12S6n89bo0pR1H-268513-AKCigna Legacy (P, CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard , CHIR_IDrech1mbeY7bu1smZ5-136992-AKCigna Advantage, CHIR_IDrecQ40lXEB3LnrTmV-268511-AKCigna Legacy (P, CHIR_IDreceJlrorRcUoCUC9-268502-AKCigna Legacy (S, CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T, CHIR_IDrecuANwgvoPFcpMrm-268528-AKStandard and Pe, CHIR_IDrecLhChQdPINtnJPv-268503-AKCigna Specialty, CHIR_IDrecHL5acZB4MwThLP-268529-AKValue and Advan, CHIR_IDrecIjID5czWzbR1pX-268530-AKLegacy (Standar, CHIR_IDrec9TSEoHzm9YHyfK-286394-AKStandard Plan G, CHIR_IDreccbA3CpSYRKM9Bt-268535-AKStandard Preven, CHIR_IDrecy6gS3Y8oF9iVFd-268534-AKValue and Advan, CHIR_IDreceaPYwYqvhwfdbY-268533-AKLegacy (Standar, CHIR_IDrec9lezhyppiduMS8-290284-AKLegacy Diabetic, CHIR_IDrecz2TOibqNJzGEDX-268532-AKStandard and Pe, CHIR_IDrecRDqVEDerLMP7jF-268518-AKCigna National , CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National , CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National , CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National , CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ",4
